ASAKİR,Askerler
İPEKA,Altınkökü
SAFAHAT,Safhalar
BUCA,İzmir’in bir ilçesi
ARALAMAK,Yarı açmak
EKABİR,Devlet büyükleri; ileri gelenler.
NEKTAR,Meyvenin özü
ŞİKE,Danışıklı dövüş
KASE,Cam; çini; toprak vb.nden yapılmış derince çanak
ARTİST,Sanatçı
GENE,Yine
REVANİ,Bir tatlı çeşidi
MANİ,Bir şeyin yapılmasını önleyen şey; engel
PATİSKA,Pamuktan dokunmuş sık ve düzgün bez; hasse
NİKSAR,Tokat’ın bir ilçesi
KASA,Para dolabı
ERGANİ,Diyarbakır’ın bir ilçesi
TENİS,Bir spor dalı
RİMİNİ,İtalya’da bir şehir
BENT,Su biriktirmek için; akan suyun önüne yapılan set; büğet
TELEPATİ,Uzaduyum
İLİÇ,Erzincan’ın bir ilçesi
REKAKET,Kekemelik
ÜDEBA,Eski dilde yazarlar
ZEKERİYA,“... Efiloğlu” (“Yüreğim Toroslarda Kaldı” adlı kitabın yazarı; şair)
TERÜTAZE,Çok taze; körpe
LEKEN,Kar ayaklığı
PİKAP,Elektrikle veya pille çalışan; plak dinlemekte kullanılan araç
İÇİT,İçilecek şey
TİTİ,Güney Amerika'da yaşayan; 34 cm kadar boyda; 54 cm kadar uzunlukta çok kıllı bir kuyruğu olan; yüzü ve elleri siyah renkli bir memeli türü
LOKAL,Dernek evi
PATİ,Kedi; köpek vb. hayvanların ön ayağı
ELEKTRİK,(Mecazen) Cazibe; çarpıcılık
BAHAR,“... Arslan Kızıltan” (“Avazın Çıktığı Kadar Bahar” adlı kitabın şairi)
AŞAR,Ondalık
AZİM,Bir işteki engelleri yenme kararı
İSİLİK,Isırgın
PEMBEZAR,Gömlek yapımında kullanılan bir tür ince ve yumuşak bez
ALİAĞA,İzmir’in bir ilçesi
İKNA,İnandırma; kandırma
TERAZİ,Mizan
İKSİR,İç ferahlatıcı ilaç veya içki
KABZIMAL,Meyve ve sebze toptancısı
ÖZENTİ,Beğendiği şeye benzeme çabası
BACAK,İskambilde oğlan; vale
FACİA,Çok üzüntü veren; acıklı olay
KEMİYET,Nicelik; miktar
KÖSTEBEK,Bir işyerinden; kurumdan özellikle gizli servisten bilgi sızdıran kimse
AZİL,Görevden alma
İZAFİ,Göreceli; nispi; rölatif
ADENİT,Akkan yangısı
LAKERDA,Palamut; torik vb. balıklardan dilim dilim kesilerek yapılan salamura
KUMKUMA,Küçüktesti;çömlek
ZARA,Sivas’a bağlı bir ilçe
MUSKA,Üçgen biçiminde katlanmış olan şey
KOYUN,Eti; sütü; yapağısı ve derisi için yetiştirilen evcil hayvan
AMOR,Roma aşk tanrısı
NATURA,İnsanın yaradılış özelliği
KARAR,Bir iş veya mesele hakkında düşünülerek verilen kesin yargı
KITA,Anakara
KUMPANYA,Tiyatro topluluğu
MAAŞ,Aylık
MASKOT,Uğurluk
KORUK,Henüz olgunlaşmamış ekşi üzüm
UZAY,Feza
SERA,Limonluk
PAPALİNA,Sardalye yavrusu
AYLAK,“... Adam” (Yusuf Atılgan’ın ünlü romanı)
SEVİLAY,“... Şimşek” (Aktris)
İBRA,Temize çıkarma; aklama
NAZAN,“... Öncel” (Şarkıcı; şarkı sözü yazarı; besteci)
PRESTİJ,Saygınlık; itibar
AİLE,En küçük toplumsal birim
VARTA,Tehlikeli durum
AİDA,Verdi’nin ünlü bir operası
LEYLA,“... Erbil” (Unutulmaz yazar)
AYRAN,Yoğurdu sulandırarak yapılan içecek
EKİM,Yılın onuncu ayı
AVARELİK,İşsizlik; aylaklık
NAFİLE,Yararsız; boşa giden; boş; işe yaramayan
ZEVAT,Zatlar
NAZİK,Başkalarına karşı saygılı davranan
SİROZ,Bir hastalık
SAAT,Bir zaman ölçü birimi
ANANAS,Bir meyve
ZORBA,Gücüne güvenerek hükmü altında bulunanlara söz hakkı ve davranış özgürlüğü tanımayan (kimse); müstebit
RİZİKO,Zarara uğrama tehlikesi
ELEK,Eleme aracı
ASGARİ,En az; minimum
KATMAN,Tabaka
CIVIK,Soğuk ve can sıkıcı şakalar yapan (kimse)
ALATAV,Yarı yaş yarı kuru olan toprak
SIKILAMA,Sıkı duruma getirme
NİYET,Bir şeyi yapmayı önceden isteyip düşünme; maksat
CASUS,Gizli görevli; ajan
ILIMAN,Sıcaklığı çok yüksek veya çok düşük olmayan (yer); mutedil
VAKAR,Ağırbaşlılık
ITIR,Sardunyagillerden; yaprakları güzel kokulu; çiçekleri türlü renklerde bir süs bitkisi
VASİYET,Bir kimsenin; ölümünden sonra yapılmasını istediği şey
GÖSTERİŞ,Başkalarını aldatmak; şaşırtmak; korkutmak veya kendini beğendirmek için birinin yaptığı yapay davranış
ERATO,Yunan mitolojisindeki dokuz sanat perisinden biri
EMEK,Bir işte harcanan beden ve kafa gücü
ABES,Akla ve gerçeğe aykırı
GÜLLABİ,Akıl hastanelerindeki hademelere verilen ad
TEMAS,İlişki kurma; münasebet
EREN,Ermiş; veli
TİFO,Karahumma
HAKEM,Bir maçı yöneten kimse
ŞOSET,Kısa çorap
STERLİN,İngiliz para birimi
TALİ,İkincil
ALEMDAR,Bayrağı ya da sancağı taşıyan
ARAS,Yurdumuzda bir ırmak
UEFA,Avrupa Futbol Birliği (Kısa yazımı)
ERDİNÇ,“... Akbaş” (Aktör)
ARPA,Argoda rüşvet
STADYUM,Futbol müsabakalarının yapıldığı yer
ELEM,Üzüntü; keder
GARP,Batı
İDARELİ,Tutumlu
NARA,Sarhoş ya da külhanbeyi bağırması
SALÇA,Yemeklere lezzet ve renk katmak için konulan domates veya biber ezmesi
PALAMUT,Eti yenen bir balık
RAKAM,Sayıları göstermek için kullanılan işaretlerin her biri
İKİLİK,İkiye bölünmüş olma durumu
NİZAMİ,İstenilen düzende olan; kurallara uygun olan
ZALİM,Zulmeden; kıyıcı
NAKA,Deniz filinin dişinden yapılan tespih taşı
PİRİNA,Zeytinin gübre veya hayvan yemi olarak kullanılan küspesi
ARAK,Ter
ANALİZ,Tahlil
KALAY,Kolay işlenebilen yumuşak bir element
KİRPİK,Gözkapağının kenarındaki kıllar ya da bu kıllardan her biri
SİNE,Göğüs
ESNEMEK,Bollaşıp genişlemek
MARAL,Dişi geyik
NİFAK,Geçimsizlik; anlaşmazlık; ara bozma; ayırma
KİSPET,Yağlı güreşte pehlivanların giydikleri; belden baldıra kadar uzanan; dar paçalı meşin pantolon
SAAT,“Beren ...” (Oyuncu)
RAMAN,Batman’da bir dağ
LEMAN,“... Sam” (Müzik sanatçısı)
SAMANİ,Açık; soluk sarı renk; saman rengi
ANAKARA,Büyük kara kütlesi; kıta
ALEV,Yalım; yalaz
PANORAMA,Yüksek bir yerden bakılınca göz önüne serilen geniş görünüş
ZARA,Sivas’a bağı bir ilçe
AİDAT,Ödenti
YAHYA,“... Azeroğlu” (“Atatürk’ten Örnek Al” adlı kitabın şairi)
SAAT,Bir zaman ölçüsü birimi
PENCÜYEK,Tavlada zarların üst yüzünün birinin beşli; öbürünün birli gelmesi
ATOM,Yaprakları üst üste sarılı topak marul
REZİDANS,Yüksek devlet görevlileri; elçiler vb.nin oturmalarına ayrılan konut
RETİNA,Gözdeki ağ tabaka
ARAL,Asya’da bir göl
HELEZONİ,Sarmal; helisel
ARARAT,Ağrı Dağı’nın diğer adı
YETİM,Babası ölmüş olan çocuk
FESAT,Karıştırıcı; ara bozucu
ADET,Tane
AKERE,Öküz yemliği
RETORİK,Söz sanatlarını inceleyen bilim dalı; belâgat
HAYALET,Gerçekte var olmadığı hâlde varmış gibi görünen şey; görüntü
ERİME,(Katı cisim için) Sıvı içine karışarak sıvı durumuna geçme
SAKO,Paltoya benzeyen bir giysi
KADER,Alın yazısı; yazgı
BATERİ,Orkestra davulu
İZİN,Müsaade
YARIMADA,Üç yanı suyla çevrili olan kara parçası
AKDENİZ,Ülkemizin güneyindeki deniz
TOZAN,İncecik toz tanesi; zerre; molekül
YELKOVAN,Unutulmaz sanatçı Hasret Gültekin’in bir albümü
İSABET,(Mecazi anlamda) Güzel rastlantı
TİTİZ,Müşkülpesent
PORTEKİZ,Avrupa’da bir ülke
OVAL,Beyzi; söbe
ANKARA,Başkentimiz
BARET,İşçilerin başlarına giydikleri; metal veya plastikten yapılmış şapka
APAK,Çok ak
PORTAKAL,Bir meyve
TİPİ,Kar fırtınası
RANA,Güzel; göze hoş görünen
AKAN,“Tarık” adlı ünlü sinema sanatçısının soyadı
KAMAROT,Gemilerde yolcuların hizmetine bakan kimse
NATÜRİZM,Doğacılık
ZATİ,Kişisel; özel
TABUT,Ölünün mezarlığa götürülürken içine konulduğu sandık
REZE,Menteşe
ATAK,Saldırı; hücum
YALAN,Aldatmak amacıyla bilerek ve gerçeğe aykırı olarak söylenen söz; kıtır
NAZARİYE,Kuram; teori
ZİLE,Tokat’ta bir ilçe
ÜNİTE,Birim
BUNAMA,Zihnî bağıntının kopması; ateh
MİAT,Kullanma süresi
BÜLENT,“... Özcan” (“En Güzel Ben Ölürüm” adlı kitabın şairi)
ESİLA,“... Suna” (“Aşk’sızım” adlı kitabın yazarı)
TİRE,Dikişte kullanılan pamuk ipliği
STRATUS,Katman bulut
GENETİK,Bitki; hayvan ve insanlarda kalıtım olaylarını inceleyen biyoloji dalı; kalıtım bilimi
LABİRENT,Çıkış yeri kolaylıkla bulunamayacak kadar karışık koridorları olan yapı
ÜLEŞ,Pay
LANSE,İleri atılmış; ortaya çıkarılmış
TARSUS,Mersin’in bir ilçesi
TERMAL,Yalova’nın bir ilçesi
ZAİM,“Derviş ...” (Yönetmen)
REJİM,Bir devletin yönetim biçimi
İDARE,Hoş görme; göz yumma
AZMAN,Kerestelik tomruk
İDEFİKS,Sabit fikir; saplantı
MASA,Dairelerde; kurumlarda belli konularla ilgili işlerin görüldüğü bölüm
TERMAL,Sıcak kaplıca suyu
ZAİM,Kefil (Eski dil)
REJİM,Perhiz; diyet
AZMAN,Aşırı gelişmiş
İDEFİKS,Asteriks’in can dostu olan Oburiks’in küçük; sadık ve zeki köpeğinin adı
MASA,Ayaklar veya bir destek üzerine oturtulmuş tabladan oluşan mobilya
TOLERANS,Hoşgörü; müsamaha
EDEBİYAT,Literatür; yazın
VASITA,Araç
TAHTA,Düz; enlice; uzun ve az kalın biçilmiş ağaç
FEZA,Uzay
TİRE,İzmir’in bir ilçesi
TERK,Bırakma; ayrılma
TERTİBAT,Ön hazırlık; düzen
AMELE,Gündelikle çalışan işçi
LEVHA,Bir yere asılmak için yazılmış yazı; safiha
RİSALET,Elçilik; peygamberlik
NATO,Kuzey Atlantik Paktı Örgütü (Kısaca)
STATÜ,Bir kimsenin; bir kurum veya bir toplum içindeki durumu
DALAN,Lobi
AJAN,Gizli görevli; casus
MEHMET,“... Metin Baş” (“K’ömür Bitti” adlı kitabın yazarı; şair)
AİLEVİ,Aile ile ilgili
NESNE,Obje
HARABE,Yıkılmış veya yıkılmaya yüz tutmuş yapı
ULAŞ,Sıvas’ın bir ilçesi
EMİN,Güvenilir
AMELE,“Talihli ...” (Atıf Yılmaz’ın ödüllü filmi)
AJİTE,“... etmek” (Kışkırtmak; duygu sömürüsü yapmak)
BANDIRMA,Balıkesir’in bir ilçesi
USTA,Zanaat öğreticisi
ALATAV,Yarı yaş yarı kuru (toprak)
TAYİN,Atama
BEŞİKTAŞ,İstanbul’un bir ilçesi
ASAP,Sinirler (Eski dil)
UYANIK,Açıkgöz; kurnaz; cingöz
MİTRAL,Kalpte sol kulakçık ile sol karıncık arasında bulunan kapakla ilgili
VADİ,İki dağ arasındaki çukurca arazi veya geçit; koyak
ASİL,Soylu
GRİL,Izgara
DÜRÜST,Sözünde ve davranışlarında doğruluktan ayrılmayan
TENTENE,Dantel
ETENE,Plâsenta; döl eşi; meşime
NİNNİ,Küçük çocukları uyutmak için söylenen türkü
SAADET,Mutluluk
İZGÜ,“Muzaffer ...” (“Deliye Her Gün Bayram” kitabının yazarı)
GÜLTEN,“... Doğruyol İncesu” (“Merhaba Mavi” kitabının şairi)
MARS,Bir gezegen
ASİTANE,İstanbul’un eski adlarından biri
YENİ,Eski karşıtı
PERSONEL,Bir hizmet veya kuruluşun görevlileri; bir iş yerinde çalışanların tümü
LENA,Rusya’da bir ırmak
REFLEKS,Dıştan gelen bir uyarım sonucu doğan hareket; salgı gibi iç tepkilere yol açan irade dışı sinir etkinliği; tepke
AMİP,Tatlı ve tuzlu sularda yaşayan birhücreli canlı
KENGER,Eşek dikeni
TERMİNAL,Otobüs; uçak gibi taşıtların yolcularını ilk aldığı veya son bıraktığı yer
ERİNMEK,Üşenmek
PARAKETE,Üzerinde yüzlerce iğneli köstek bulunan uzun balık oltası
RAFİNERİ,Arıtımevi; tasfiyehane
NEKİR,Bilinmemiş olan
ENSE,Boynun arkası
REEL,Gerçek
VEDA,Zülfü Livaneli’nin bir filmi
JARSE,Bir kumaş çeşidi
KANKA,Kan kardeşi
MEST,Sarhoş; esrik
PETEK,Arı kovanı
PÜLÜMÜR,Tunceli’nin bir ilçesi
NASİP,Günlük kazanç
REJİM,Diyet; perhiz
ATAK,Cüretkâr
EVRE,Safha; merhale; faz
ENEK,Enenmiş; burulmuş
İDEFİKS,Saplantı; sabit fakir
ERATO,Yunan mitindeki dokuz sanat perisinden biri
EZGİ,Nağme; melodi
BARKAROL,Venedik gondolcularının söyledikleri şarkılar
ONMAK,Şifa bulmak
UGANDA,Afrika’da bir ülke
ZAĞARA,Yakanın üzerine dikilen kürk
KARATE,Japon kökenli bir dövüş sporu
EBRU,Kaş
ZANGOÇ,Kilise hizmetkârı
ARIZA,Aksama; aksaklık
İKONA,Ortodokslarda tahta üzerine yapılmış dinî resimler
ORMAN,Ağaçlarla kaplı geniş alan
ALKARNA,İstiridye; midye vb. avlamak için deniz dibini taramakta kullanılan; ağız kısmı demirden ağ
TOHUM,Bitkilerde döllenme sonunda yumurtacıktan oluşan ve yeni bir bitki oluşmasını sağlayan tane
HEBA,Hiçbir işe yaramadan yok olma; boşa gitme
MANA,Anlam
ONUR,Haysiyet
HANİ,Diyarbakır’ın bir ilçesi
DOHA,Katar’ın başkenti
MASUM,Suçsuz; günahsız
BİRA,Alkollü bir içki
MASAL,Öğüt veren gerçek dışı hikâye
EBABİL,Dağkırlangıcı
NEBATİ,Bitkisel
ABAŞO,Gemiyi baştan veya kıçtan halatla karaya bağlama
KASAP,Sığır; koyun gibi eti yenecek hayvanları kesen veya dükkânında perakende olarak satan kimse
SAYEBAN,Gölgelik
BAŞAK,“... Köklükaya” (Aktris)
GATO,Pasta; çörek
LOBİ,Dalan
MALİ,Parasal
LAKAP,Takılmış ad
ALACA,Birkaç rengin karışımından oluşan renk
KARA,En koyu renk; siyah
CANSU,“... Tıraşoğlu” (“Bana Kalan Aşk” adlı kitabın yazarı)
AMİL,Faktör; etmen
PAZAR,Haftanın bir günü
LAMA,Amerikan devesi
ALANYA,Antalya’nın bir ilçesi
EFSUN,Halk müziği sanatçısı Münevver Özdemir’in ünlü albümü
KESİNLİK,Katiyet
AZER,Ateş
MEMED,“İnce ...” (Yaşar Kemal’in ünlü romanı)
İNEK,(Argoda) Çok çalışkan öğrenci
ARAKA,İri taneli bezeye
EDER,Fiyat; paha
İNCESU,“Gülten Doğruyol ...” (“Merhaba Mavi” ve “Yürek Kuyusu” adlı kitapların şairi)
KAMERİYE,Süslü çardak
SEMİ,İşitme
İRENA,Mavi peri kuşu
DERECE,Ölçü aletlerinin ölçeğinde belirtilmiş bulunan başlıca bölümlerden her biri
KADER,“... Sevinç” (“Kırık Ülke” adlı kitabın şairi)
HARUN,“... Kolçak” (Şarkıcı)
MASK,Yüz kalıbı
AŞKBURCU,Şair Sait Edip Akdağ’ın ünlü kitabı
LEAR,“Kral ...” (Shakespeare yapıtı)
AYNA,Işığı yansıtan; varlıkların görüntüsünü veren; cilâlı ve sırlı cam
AĞIT,Yılmaz Güney’in bir filmi
MARSİLYA,Fransa’da bir şehir
AŞAMA,Paye; mertebe; rütbe
DAYI,Annenin erkek kardeşi
BREZİLYA,Güney Amerika’da bir ülke
SİNİ,Üzerinde yemek de yenilebilen yuvarlak; bakır veya pirinçten büyük tepsi
NURİ,“... İyem” (Unutulmaz ressam)
ŞART,Koşul
AZERİ,Azerbaycan halkından olan kimse
BEKA,Kalıcılık; ölmezlik
RAKS,Dans
PİRE,Asalak bir böcek
EKER,Tohum ekme aygıtı; mibzer
AZAMİ,Maksimum
DİRİ,Yaşamakta olan; yaşayan; canlı; ölü karşıtı
RATE,Yaşlı; verimsiz; geçimsiz kimse
EKENEK,Ekilen yer; mezra
SEKS,Cinsellik
SKOR,Maçın sonucu
KİBİR,Kendini büyük görme; büyüklenme
HATA,Yanlışlık; yanılma; yanılgı
RİSK,Zarara uğrama tehlikesi; riziko
ABANOZ,Abanozgillerin ağır; sert ve siyah renkli tahtası
ASABİ,Sinirli
ASAL,Esasî
KABAK,(Taşıt lâstikleri için) Tırtılları aşınarak yüzeyi düzleşmiş olan
KABAN,Kalçaya kadar uzunluğu olan; paltoya benzeyen üst giysisi
ABANİ,Sarımtırak dallı nakışlarla işlenmiş bir çeşit beyaz; ipek kumaş
STİLO,Dolmakalem
MARAZİ,Hastalıklı
ÇAÇAÇA,Meksika’dan yayılmış; hareketli; modern bir dans
ALAKADAR,İlgili; alakalı
CANİ,Katil
HALE,Ayevi; ayla
ÇAPAK,Göz pınarında ve kirpiklerde birikerek pıhtılaşan veya kuruyan akıntı
ALABACAK,Ayağı sekili at
ÇAPAR,Takadan büyük; baş ve kıç tarafı yukarı kalkık bir çeşit Karadeniz kayığı
ÇALACAK,Yoğurt mayası
ALAN,Meydan; saha
ARAZİ,Yeryüzü parçası; toprak
İDEFİKS,Saplantı; fikrisabit
KAVARA,Balı alınmış petek
EMEK,Bir işin yapılması için harcanan beden ve kafa gücü
BARİTON,Tenor ile bas arasındaki erkek sesi
ANTEN,Duyarga
İKEBANA,Çiçek düzenleme sanatı
DAMAK,Ağız boşluğunun tavanı
EVEREST,Dünyanın en yüksek tepesi
FAKİR,Hint dervişi
TEKNE,Türlü işlerde kullanılmak için çoğu ağaçtan veya taştan yapılan; uzun ve geniş kap
KANO,Kürekle yürütülen dar; uzun; hafif tekne
ANASON,Maydanozgillerden bir bitki
VADE,Bir işin yapılması veya bir borcun ödenmesi için tanınan süre; mühlet; mehil
STAJ,Meslek edinecek olan birinin geçirdiği uygulamalı öğrenme dönemi
PİLAKİ,Argoda aptal; ahmak
PALET,Hızlı yüzmek için ayağa geçirilen araç
TENOR,En tiz erkek sesi
İDEAL,Ülkü; mefkûre
SPOT,Belli bir alana verilen çok güçlü ışık; ışıntı
TİNER,Boya inceltici
JAPONYA,Uzakdoğu’da bir ülke
METİN,“... Özülkü” (Müzik sanatçısı)
EKONOMİK,Ekonomi ile ilgili; iktisadî
İMALE,Kısa okunması gereken heceyi ölçüye uydurmak içi   uzun okuma
ASALET,Soyluluk; asillik
TEKE,Erkek keçi
SEMAZEN,Semâ dönen derviş
USUL,Bir amaca erişmek için izlenen; tutulan yol; yöntem; tarz
MERA,Otlak
NAKİT,Para; akçe
SOLUĞAN,Uzaklarda esen rüzgârdan sonra başlayan dalga hareketi
ENİS,Dost; arkadaş
MAMUR,Bayındır
AMAL,İşlemler; işler
ÇARŞAMBA,Samsun’un bir ilçesi
ESNEME,Uykulu; sıkıntılı veya yorgunluk duyulan bir anda ağzı genişçe açarak soluk alıp verme
NATUK,Düzgün; güzel ve kolaylıkla söz söyleyen
İBLİS,Şeytan
TAAT,Eski dilde ‘ibadet’
SILA,(Gurbetteki bir kimse için) Doğup büyüdüğü ve özlediği yer
ÇEKİRDEK,Etli meyvelerin içinde bir veya birden çok bulunan; çoğu sert bir kabukla kaplı tohum
ŞENİ,Alçakça; utanç verici
AMASYA,Bir ilimiz
ATLI,Süvari
ARKA,Ön karşıtı
LİDER,Önder; şef
AŞİRET,Oymak
NİDA,Şair Ahmet Telli’nin bir kitabı
ÇİMEN,“Mazlum ...” (Müzik sanatçısı; sinema oyuncusu)
ANUT,İnatçı
DOĞA,“İsyanım Budur...” adlı albümün sanatçısı
ŞAHİN,Yırtıcı bir kuş
VALİZ,Genellikle yolculukta içine çamaşır vb. eşya konulan küçük el bavulu
DENİZ,“... Akçay” (“Köksüz” adlı filmin yönetmeni)
İLETİM,Isı yayımı; konveksiyon
DERE,Yazın kuruyan küçük akarsu
KANAT,Kuşlarda uçmayı sağlayan organ
ELİF,Arap alfabesinin ilk harfine verilen ad
AMELİYAT,Tıbbi operasyon
EKİN,Tahılın tarlaya atıldığı andan harman oluncaya kadar aldığı durum
NİHALE,Sahan altlığı
YEŞİM,Açık yeşil ve pembe renkli; kolay işlenen; değerli bir taş
ARAF,Cennet ile cehennem arasında bir yer
ÇENE,Çok konuşma huyu
SİMİT,Halka biçiminde; genellikle üzerine susam konmuş çörek
ŞELALE,Büyük çağlayan; çavlan
VİRANE,Yıkılmış veya çok harap olmuş yapı
NAZAR,Bakış
İLİŞİK,İliştirilmiş; eklenmiş; bağlanmış; merbut
SEMER,Beygir; katır gibi hayvanların sırtına yerleştirilen; üzerine yük bağlanan veya binilen; iskeleti ağaçtan yastık
MİLANO,İtalya’da bir şehir
ÇATANA,İstimbot
LEZİZ,Lezzetli
MANANARA,Madagaskar’ da bir kent
ADAÇAYI,Ballıbabagillerden; yurdumuzda çok yetişen tüylü ve beyazımtırak yaprakları olan ıtırlı bir bitki
KAMA,Oyunda sayı
ALARA,Antalya’da Akdeniz’e dökülen bir çay
KANTO,Tulûat tiyatrosunda oyundan önce kadın sanatçının şarkı söyleyip dans ederek yaptığı gösteri
KANTON,İsviçre Konfederasyonu’nu oluşturan devletlerden her biri
RAMPA,Yolun yokuş olan bölümü
MAKASTAR,Kumaş biçen; prova yapan; parçaları patrona göre ayarlayan kimse
ADALAR,İstanbul’un bir ilçesi
AÇAR,Anahtar
RIZA,“... Kocaoğlu” (Aktör)
ARMONİ,Müzikte sesler arası uyum
KOMİSYON,Simsariye
ÖNERİ,Teklif
EREN,Veli; evliya; ermiş
ZORBA,Müstebit
KEANU,“Reeves” soyadlı ünlü aktörün adı
STERİL,Her çeşit mikroptan arınmış
VASATİ,Ortalama
KÖÇEK,Kadın kılığına girip çengi gibi oynayan erkek
ONUR,“Ünlü” soyadlı ünlü yönetmenimizin adı
MELEZ,Kırma; metis
NOKRA,Büveleğin sebep olduğu; daha çok davar ve sığırlarda; seyrek olarak insanlarda rastlanan; ortası delik şişkinliklerle tanınan hastalık
REİS,“Çelik” soyadlı ünlü yönetmenimizin adı
KABALA,Götürü; toptan
OTOBAN,Çift yönlü geniş karayolu
GİRESUN,Bir ilimiz
ZAFER,Utku
OFİS,İş yeri; büro
GERİLİM,Bir iletkenin uçları arasındaki gizil güç farkı; potansiyel farkı; voltaj
NANKÖR,Kendisine yapılan iyiliğin değerini bilmeyen; iyilik bilmez
GEZEGEN,Planet
REFERANS,Tavsiye mektubu
FİTRE,Ramazan ayı içinde verilmesi dince buyrulan; miktarı belirli sadaka
NEDİME,Hanım arkadaş
BASİRET,Gerçekleri yanılmadan görebilme yeteneği; uzağı görüş; sağgörü
KAYABAŞI,Türk halk edebiyatında çoban türküsü
ROMA,İtalya’nın başkenti
TAMAM,Bütün; tüm
KEPEK,Un elendikten sonra; elek üstünde kalan kabuk kırıntıları
TAKANAK,Alacak; borç
BAKANAK,Geviş getiren hayvanların ayaklarının arkasındaki körelmiş tırnak
SİYAK,Sözün gelişi; anlatım biçimi
ŞAMATA,Gürültü; patırtı
SINAMAK,Denemek; tecrübe etmek.
KAYABAŞI,Bir Anadolu ezgisi ve bu ezgiyle söylenen koşma
İMAMEVİ,Kadınlar için cezaevi
ELARA,Jüpiter gezegenin bir uydusu
İTİNA,Özen
UZANMA,Vücuduyla birlikte kolunu uzatma
KİREBOLU,Arıların kovan deliğini kapamak için kullandıkları sarı ve yumuşak madde
YAFA,Kalın kabuklu; çekirdekli bir tür portakal
BERAT,Patent
ŞİNANAY,İdare lambası
SLALOM,Kayakta bir iniş yarışı
YEMEK,Aş; taam
ALAY,Biriyle eğlenme
ALENİ,Açık; ortada; meydanda; herkesin içinde yapılan
ÇAYELİ,Rize’nin bir ilçesi
FİLE,Alışverişte kullanılan ilmeklerden oluşmuş ağ torba
AYEVİ,Ay ağılı; ayla; hale
KALAN,Unutulmaz yazar Leylâ Erbil’in bir romanı
KİLİM,Fatih Kısaparmak’ın bir albümü
UĞUR,Meymenet; kadem
ZABİT,Subay
OĞUL,Erkek evlât
TRAPEZ,Alt uçlarına bir çubuk bağlanmış bulunan iki düşey ipten yapılmış bir jimnastik aracı
YALAKA,Dalkavuk
İKAZ,Uyarı
ZANAAT,El ustalığı isteyen işler
LİMONATA,Su; şeker ve limon suyundan yapılan şerbet
İTİBAR,Saygınlık; prestij
BİRADER,Erkek kardeş
İNAK,Nas; dogma
AMELİYAT,Operatörün; hasta üzerinde kesme ve dikme yoluyla yaptığı müdahale; operasyon
LİBİDO,Cinsel içgüdünün belirtilerini gösteren; yaşama gücünün bütünü
İTİLA,Yükselme; yücelme
ADİL,Adaletli
ARENA,Siyasi çekişmelerin geçtiği yer
RANA,Güzel; pek iyi
KANIK,Elindekinden hoşnut olan; azla yetinen; yetingen; kanaatkâr
MADAM,Fransa’da evli kadınlara verilen san
KENAN,Eskiden Filistin topraklarına verilen ad
TERANE,Ezgi; nağme
KOMİK,Gülme duygusu uyandıran; güldürücü; gülünç
EMET,Kütahya’ya bağlı bir ilçe
NADAN,Cahil; bilgisiz
KAMAN,Kırşehir’e bağlı bir ilçe
DENEME,Tecrübe etme; sınama
LARENJİT,Gırtlaktaki aşırı ve kronik iltihap
SAKATAT,Kesilen hayvanın böbrek; dalak; ciğer gibi iç organlarıyla baş ve ayakları
PAMUK,“... gibi” (Çok yumuşak; yumuşacık)
SAPA,Gidilen yol üzerinde olmayan; sapılarak varılan
OKUMAK,Davet etmek; çağırmak
LESEPASE,Bir sınırdan geçebilmek için verilen yazılı izin
ALAMANA,Büyük balıkçı kayığı
ULAK,Haberci
NATIKA,Düzgün ve iyi konuşma yeteneği
İHTAR,İkaz; uyarı
KULAK,İşitme organı
MİNEOLA,Kırmızı kabuklu irice bir tür mandalina
AYAKKABI,Pabuç
RİMEL,Kirpik boyası; maskara
ALELADE,Her zaman görülen; olağan
EVİNE,“Evli ... köylü köyüne” (Artık dağılalım; herkes işine gitsin anlamında kullanılan söz)
AKİS,Yankı
İNTİZAR,Birinin gelmesini; bir şeyin olmasını bekleme; gözleme
MARATON,42;195 metrelik en uzun yol koşusu
İYİLİK,Karşılık beklemeden yapılan yardım
EKELE,Eski dilde oburlar
OKLAVA,Hamur açmakta kullanılan silindir biçiminde uzunca değnek
DİKİZ,Bakma; gözetleme; erkete
ABAENİ,Tarihte Urartu Devleti’ni oluşturmuş ve Van Gölü kıyısında yer almış bir ülke
GALERİ,Otomobil alınıp satılan yer
LİMON,Turunçgillerden bir ağaç ve bu ağacın sarı renkli; kabuğu kokulu; suyu ekşi meyvesi
MARATON,En uzun yaya koşusu
ORAN,Cezayir’de bir şehir
İCAR,Kira
İSTANBUL,Metropol kentlerimizden biri
LUANDA,Angola’nın başkenti
ERKE,Enerji
MERSİ,“Teşekkür ederim” anlamında bir kelime
İNSİCAM,Düzgünlük; tutarlık; bağdaşım
OMAR,“... Sharif” (“Doktor Jivago” filminin ünlü aktörü)
ÇAPÇAK,Ağzı açık fıçı
İLETİŞİM,Komünikasyon
SURİNAM,Güney Amerika’da bir ülke
SMAÇ,Basketbolda yakın mesafeden topu sertçe sepete geçirme
BAYRAMİÇ,Çanakkale’nin bir ilçesi
ASMARA,Eritre’nin başkenti
LORİ,Parlak renkli bir cins papağan
